,Id,PreMinedValue,ImageUrl,FullName,Name,Symbol,Algorithm,Url,SortOrder,FullyPremined,ProofType,TotalCoinSupply,TotalCoinsFreeFloat,SmartContractAddress,Sponsored,BuiltOn,CoinName
PSEUD,4588,N/A,/media/20052/pseud.png,PseudoCash (PSEUD),PSEUD,PSEUD,X13,/coins/pseud/overview,184,0,PoW/PoS,2200000,N/A,N/A,False,N/A,PseudoCash
PXC,4590,N/A,/media/20058/pxc.png,PhoenixCoin (PXC),PXC,PXC,Scrypt,/coins/pxc/overview,186,0,PoW/PoS,98000000,N/A,N/A,False,N/A,PhoenixCoin
PYC,4591,N/A,/media/19878/pyc.png,PayCoin (PYC),PYC,PYC,Scrypt,/coins/pyc/overview,187,0,PoW/PoS,30000000,N/A,N/A,False,N/A,PayCoin
RDD,4592,N/A,/media/19887/rdd.png,Reddcoin (RDD),RDD,RDD,Scrypt,/coins/rdd/overview,188,0,PoW/PoS,27500000000,N/A,N/A,False,N/A,Reddcoin
RIPO,4593,N/A,/media/20051/ripo.png,RipOffCoin (RIPO),RIPO,RIPO,Scrypt,/coins/ripo/overview,189,0,PoW,12000000,N/A,N/A,False,N/A,RipOffCoin
RPC,4594,N/A,/media/19895/rpc-2.png,RonPaulCoin (RPC),RPC,RPC,Scrypt,/coins/rpc/overview,190,0,PoW,21000000,N/A,N/A,False,N/A,RonPaulCoin
RT2,4595,N/A,/media/19896/rt2.png,RotoCoin (RT2),RT2,RT2,Scrypt-n,/coins/rt2/overview,191,0,PoW/PoS,288000,N/A,N/A,False,N/A,RotoCoin
RYC,4596,N/A,/media/19898/ryc.png,RoyalCoin (RYC),RYC,RYC,Scrypt,/coins/ryc/overview,192,0,PoW,140000000,N/A,N/A,False,N/A,RoyalCoin
RZR,4597,N/A,/media/20055/rzr.png,RazorCoin (RZR),RZR,RZR,Scrypt,/coins/rzr/overview,193,0,PoW,4000000,N/A,N/A,False,N/A,RazorCoin
SAT2,4598,N/A,/media/19897/sat2.png,Saturn2Coin (SAT2),SAT2,SAT2,Scrypt,/coins/sat2/overview,194,0,PoW,15000000000,N/A,N/A,False,N/A,Saturn2Coin
SBC,4599,N/A,/media/19900/sbc.png,StableCoin (SBC),SBC,SBC,Scrypt,/coins/sbc/overview,195,0,PoW,250000000,N/A,N/A,False,N/A,StableCoin
SDC,4600,N/A,/media/20419/sdc.png,ShadowCash (SDC),SDC,SDC,Scrypt,/coins/sdc/overview,196,0,PoW/PoS,N/A,N/A,N/A,False,N/A,ShadowCash
SFR,4601,N/A,/media/19903/sfr.png,SaffronCoin (SFR),SFR,SFR,Multiple,/coins/sfr/overview,197,0,PoW,111000000,N/A,N/A,False,N/A,SaffronCoin
SHADE,4602,N/A,/media/20056/shade.png,ShadeCoin (SHADE),SHADE,SHADE,Scrypt,/coins/shade/overview,198,0,PoW/PoS,2000000,N/A,N/A,False,N/A,ShadeCoin
SHLD,4603,N/A,/media/19904/shld.png,ShieldCoin (SHLD),SHLD,SHLD,X15,/coins/shld/overview,199,0,PoW/PoS,1000000,N/A,N/A,False,N/A,ShieldCoin
SILK,4604,N/A,/media/20057/silk.png,SilkCoin (SILK),SILK,SILK,Scrypt,/coins/silk/overview,200,0,PoW/PoS,1000000,N/A,N/A,False,N/A,SilkCoin
SLG,4605,N/A,/media/20428/slg.png,SterlingCoin (SLG),SLG,SLG,X13,/coins/slg/overview,201,0,PoS,0,N/A,N/A,False,N/A,SterlingCoin
SMC,4606,N/A,/media/20059/smc.png,SmartCoin (SMC),SMC,SMC,Scrypt,/coins/smc/overview,202,0,PoW,51200000,N/A,N/A,False,N/A,SmartCoin
SOLE,4607,N/A,/media/20431/sole.png,SoleCoin (SOLE),SOLE,SOLE,X15,/coins/sole/overview,203,0,PoW/PoS,1200000,N/A,N/A,False,N/A,SoleCoin
SPA,4608,N/A,/media/19911/spa.png,SpainCoin (SPA),SPA,SPA,Scrypt-n,/coins/spa/overview,204,0,PoW,50000000,N/A,N/A,False,N/A,SpainCoin
SPT,4609,N/A,/media/19917/spt.png,Spots (SPT),SPT,SPT,Scrypt,/coins/spt/overview,205,0,PoW,100000000,N/A,N/A,False,N/A,Spots
SRC,4611,N/A,/media/19918/src.png,SecureCoin (SRC),SRC,SRC,Scrypt,/coins/src/overview,206,0,PoW,21000000,N/A,N/A,False,N/A,SecureCoin
SSV,4613,N/A,/media/20060/ssv.png,SSVCoin (SSV),SSV,SSV,X13,/coins/ssv/overview,207,0,PoW,21000000,N/A,N/A,False,N/A,SSVCoin
SUPER,4615,N/A,/media/20061/super.png,SuperCoin (SUPER),SUPER,SUPER,X11,/coins/super/overview,209,0,PoS,50000000,N/A,N/A,False,N/A,SuperCoin
SWIFT,4616,N/A,/media/20446/swift.png,BitSwift (SWIFT),SWIFT,SWIFT,Scrypt,/coins/swift/overview,210,0,PoW/PoS,N/A,N/A,N/A,False,N/A,BitSwift
SYNC,4617,N/A,/media/19922/sync.png,SyncCoin (SYNC),SYNC,SYNC,X11,/coins/sync/overview,211,0,PoW/PoS,1000,N/A,N/A,False,N/A,SyncCoin
SYS,4618,N/A,/media/25792583/sys.png,SysCoin (SYS),SYS,SYS,SHA256,/coins/sys/overview,212,0,PoW,888000000,N/A,N/A,False,N/A,SysCoin
TAG,4619,N/A,/media/19925/tag.png,TagCoin (TAG),TAG,TAG,Scrypt,/coins/tag/overview,213,0,PoW/PoS,1000000,N/A,N/A,False,N/A,TagCoin
TAK,4620,N/A,/media/19928/tak.png,TakCoin (TAK),TAK,TAK,SHA256,/coins/tak/overview,214,0,PoW/PoS,7515187520,N/A,N/A,False,N/A,TakCoin
TES,4622,N/A,/media/19927/tes.png,TeslaCoin (TES),TES,TES,Multiple,/coins/tes/overview,215,0,PoW/PoS,60800000,N/A,N/A,False,N/A,TeslaCoin
TGC,4623,N/A,/media/19930/tgc.png,TigerCoin (TGC),TGC,TGC,SHA256,/coins/tgc/overview,216,0,PoW,47011968,N/A,N/A,False,N/A,TigerCoin
TIT,4624,N/A,/media/20069/tit.png,TitCoin (TIT),TIT,TIT,SHA256,/coins/tit/overview,217,0,PoW,69000000,N/A,N/A,False,N/A,TitCoin
TOR,4625,N/A,/media/19934/tor.png,TorCoin (TOR),TOR,TOR,X11,/coins/tor/overview,218,0,PoW/PoS,10000000,N/A,N/A,False,N/A,TorCoin
TRC,4626,N/A,/media/19938/terracoin.png,TerraCoin (TRC),TRC,TRC,SHA256,/coins/trc/overview,219,0,PoW,42000000,N/A,N/A,False,N/A,TerraCoin
TTC,4627,N/A,/media/20064/ttc.png,TittieCoin (TTC),TTC,TTC,Scrypt,/coins/ttc/overview,220,0,PoW,1000000,N/A,N/A,False,N/A,TittieCoin
ULTC,4628,N/A,/media/20063/ultc.png,Umbrella (ULTC),ULTC,ULTC,SHA256,/coins/ultc/overview,221,0,PoW,2625000,N/A,N/A,False,N/A,Umbrella
UNB,4629,N/A,/media/19940/unb.png,UnbreakableCoin (UNB),UNB,UNB,SHA256,/coins/unb/overview,222,0,PoW,80000000,N/A,N/A,False,N/A,UnbreakableCoin
UNO,4630,N/A,/media/20065/uno.png,Unobtanium (UNO),UNO,UNO,SHA256,/coins/uno/overview,223,0,PoW,250000,N/A,N/A,False,N/A,Unobtanium
URO,4631,N/A,/media/19937/uro.png,UroCoin (URO),URO,URO,X11,/coins/uro/overview,224,0,PoW,0,N/A,N/A,False,N/A,UroCoin
USDE,5011,N/A,/media/20465/usde.png,UnitaryStatus Dollar (USDE),USDE,USDE,Scrypt,/coins/usde/overview,225,0,PoW/PoS,1600000000,N/A,N/A,False,N/A,UnitaryStatus Dollar
UTC,5012,N/A,/media/19942/utc.png,UltraCoin (UTC),UTC,UTC,Scrypt,/coins/utc/overview,226,0,PoW/PoS,100000000,N/A,N/A,False,N/A,UltraCoin
UTIL,5013,N/A,/media/20067/util.png,Utility Coin (UTIL),UTIL,UTIL,X13,/coins/util/overview,227,0,PoW/PoS,0,N/A,N/A,False,N/A,Utility Coin
VDO,5014,N/A,/media/20066/vdo.png,VidioCoin (VDO),VDO,VDO,X11,/coins/vdo/overview,228,0,PoW/PoS,0,N/A,N/A,False,N/A,VidioCoin
VIA,5015,N/A,/media/20070/via.png,ViaCoin (VIA),VIA,VIA,Scrypt,/coins/via/overview,229,0,PoW,23000000,N/A,N/A,False,N/A,ViaCoin
VOOT,5016,N/A,/media/19946/voot.png,VootCoin (VOOT),VOOT,VOOT,X11,/coins/voot/overview,230,0,PoW,0,N/A,N/A,False,N/A,VootCoin
VRC,5017,N/A,/media/20068/vrc.png,VeriCoin (VRC),VRC,VRC,Scrypt,/coins/vrc/overview,231,0,PoST,0,N/A,N/A,False,N/A,VeriCoin
WC,5019,N/A,/media/19948/wc.png,WhiteCoin (WC),WC,WC,Scrypt,/coins/wc/overview,233,0,PoW/PoS,300000000,N/A,N/A,False,N/A,WhiteCoin
WDC,5020,N/A,/media/19949/wdc.png,WorldCoin (WDC),WDC,WDC,Scrypt,/coins/wdc/overview,234,0,PoW,265420800,N/A,N/A,False,N/A,WorldCoin
XAI,5021,N/A,/media/20071/xai.png,SapienceCoin (XAI),XAI,XAI,X11,/coins/xai/overview,235,0,PoB/PoS,0,N/A,N/A,False,N/A,SapienceCoin
XBOT,5022,N/A,/media/20073/xbot.png,SocialXbotCoin (XBOT),XBOT,XBOT,Scrypt,/coins/xbot/overview,236,0,PoW/PoS,2000000,N/A,N/A,False,N/A,SocialXbotCoin
XC,5024,N/A,/media/19956/xc.png,X11 Coin (XC),XC,XC,X11,/coins/xc/overview,237,0,PoW/PoS,5500000,N/A,N/A,False,N/A,X11 Coin
XCR,5026,N/A,/media/19710/frac.png,Crypti (XCR),XCR,XCR,Multiple,/coins/xcr/overview,239,0,PoS,0,N/A,N/A,False,N/A,Crypti
XJO,5027,N/A,/media/19962/xjo.png,JouleCoin (XJO),XJO,XJO,SHA256,/coins/xjo/overview,240,0,PoW,45000000,N/A,N/A,False,N/A,JouleCoin
XLB,5028,N/A,/media/19966/xlb.png,LibertyCoin (XLB),XLB,XLB,X11,/coins/xlb/overview,241,0,PoW/PoS,16500000,N/A,N/A,False,N/A,LibertyCoin
XPM,5029,N/A,/media/19970/xpm.png,PrimeCoin (XPM),XPM,XPM,Multiple,/coins/xpm/overview,242,0,PoW,N/A,N/A,N/A,False,N/A,PrimeCoin
XST,5032,N/A,/media/20077/xst.png,StealthCoin (XST),XST,XST,X13,/coins/xst/overview,243,0,PoW/PoS,0,N/A,N/A,False,N/A,StealthCoin
XXX,5033,N/A,/media/350617/xxx.png,XXXCoin (XXX),XXX,XXX,Scrypt,/coins/xxx/overview,244,0,PoW/PoS,50000000,N/A,N/A,False,N/A,XXXCoin
YAC,5034,N/A,/media/19976/yac.png,YAcCoin (YAC),YAC,YAC,Scrypt,/coins/yac/overview,245,0,PoW,2000000000,N/A,N/A,False,N/A,YAcCoin
ZCC,5035,N/A,/media/19979/zcc.png,ZCC Coin (ZCC),ZCC,ZCC,Scrypt,/coins/zcc/overview,246,0,PoW,1000000000,N/A,N/A,False,N/A,ZCC Coin
ZED,5036,N/A,/media/19981/zed.png,ZedCoins (ZED),ZED,ZED,Scrypt,/coins/zed/overview,247,0,PoW,120000000,N/A,N/A,False,N/A,ZedCoins
BCN,5280,N/A,/media/12318404/bcn.png,ByteCoin (BCN),BCN,BCN,CryptoNight,/coins/bcn/overview,249,0,PoW,184467440735,N/A,N/A,False,N/A,ByteCoin
EKN,5281,N/A,/media/20270/ekn.png,Elektron (EKN),EKN,EKN,X13,/coins/ekn/overview,250,0,PoW/PoS,3000000,N/A,N/A,False,N/A,Elektron
XAU,5283,N/A,/media/20479/xau.png,XauCoin (XAU),XAU,XAU,SHA256,/coins/xau/overview,252,0,PoW,2100000,N/A,N/A,False,N/A,XauCoin
TMC,5284,N/A,/media/20451/tmc.png,TimesCoin (TMC),TMC,TMC,N/A,/coins/tmc/overview,253,0,N/A,16000000,N/A,N/A,False,N/A,TimesCoin
BURST,5286,N/A,/media/16746623/burst.png,BurstCoin (BURST),BURST,BURST,Shabal256,/coins/burst/overview,255,0,PoC,2158812800,N/A,N/A,False,N/A,BurstCoin
NBT,5287,N/A,/media/20363/nbt.png,NuBits (NBT),NBT,NBT,SHA256,/coins/nbt/overview,256,0,PoS,N/A,N/A,N/A,False,N/A,NuBits
SJCX,5288,N/A,/media/20422/sjcx.png,StorjCoin (SJCX),SJCX,SJCX,Counterparty,/coins/sjcx/overview,257,0,PoS,500000000,N/A,N/A,False,N/A,StorjCoin
START,5289,N/A,/media/19916/start.png,StartCoin (START),START,START,X11,/coins/start/overview,258,1,PoW,N/A,N/A,N/A,False,N/A,StartCoin
HUGE,5290,N/A,/media/20318/huge.png,BigCoin (HUGE),HUGE,HUGE,Blake,/coins/huge/overview,259,0,PoW,164429865,N/A,N/A,False,N/A,BigCoin
XCP,5292,N/A,/media/19960/xcp.png,CounterParty (XCP),XCP,XCP,N/A,/coins/xcp/overview,261,1,PoW,2600000,N/A,N/A,False,N/A,CounterParty
MAID,5293,N/A,/media/352247/maid.png,MaidSafe Coin (MAID),MAID,MAID,N/A,/coins/maid/overview,262,0,N/A,452552412,N/A,N/A,False,N/A,MaidSafe Coin
007,5294,N/A,/media/350595/007.png,007 coin (007),007,007,Scrypt,/coins/007/overview,263,0,PoW,989800,N/A,N/A,False,N/A,007 coin
NSR,5295,N/A,/media/20378/nsr.png,NuShares (NSR),NSR,NSR,N/A,/coins/nsr/overview,264,0,PoS,1000000000,N/A,N/A,False,N/A,NuShares
MONA,5296,N/A,/media/19801/mona.png,MonaCoin (MONA),MONA,MONA,Scrypt,/coins/mona/overview,265,0,PoW,105120000,N/A,N/A,False,N/A,MonaCoin
CELL,5297,N/A,/media/20227/cell.png,SolarFarm (CELL),CELL,CELL,N/A,/coins/cell/overview,266,1,PoW,1000000000,N/A,N/A,False,1183,SolarFarm
TEK,5298,N/A,/media/19929/tek.png,TekCoin (TEK),TEK,TEK,SHA256,/coins/tek/overview,267,0,PoW/PoS,100000000,N/A,N/A,False,N/A,TekCoin
BAY,5300,N/A,/media/1383137/bay1.png,BitBay (BAY),BAY,BAY,N/A,/coins/bay/overview,269,0,PoS,N/A,N/A,N/A,False,N/A,BitBay
NTRN,5301,N/A,/media/12318281/ntrn.png,Neutron (NTRN),NTRN,NTRN,SHA256,/coins/ntrn/overview,270,0,PoW/PoS,68000000,N/A,N/A,False,N/A,Neutron
SLING,5302,N/A,/media/20425/sling.png,Sling Coin (SLING),SLING,SLING,SHA256,/coins/sling/overview,271,0,PoW,1000000,N/A,N/A,False,N/A,Sling Coin
XVC,5303,N/A,/media/350813/xvc.png,Vcash (XVC),XVC,XVC,Whirlpool,/coins/xvc/overview,272,0,PoS,N/A,N/A,N/A,False,N/A,Vcash
CRAVE,5304,N/A,/media/20242/crave.png,CraveCoin (CRAVE),CRAVE,CRAVE,Scrypt,/coins/crave/overview,273,0,PoW/PoS,N/A,N/A,N/A,False,N/A,CraveCoin
BLOCK,5305,N/A,/media/20204/block.png,BlockNet (BLOCK),BLOCK,BLOCK,N/A,/coins/block/overview,274,0,PoW/PoS,N/A,N/A,N/A,False,N/A,BlockNet
XSI,5306,N/A,/media/20165/xsi.png,Stability Shares (XSI),XSI,XSI,Scrypt,/coins/xsi/overview,275,0,PoW/PoS,15000000,N/A,N/A,False,N/A,Stability Shares
BYC,5308,N/A,/media/20217/byc.png,ByteCent (BYC),BYC,BYC,N/A,/coins/byc/overview,277,0,PoW,33000000,N/A,N/A,False,N/A,ByteCent
GRC,5309,N/A,/media/20307/grc.png,GridCoin (GRC),GRC,GRC,Scrypt,/coins/grc/overview,278,0,DPoR,N/A,N/A,N/A,False,N/A,GridCoin
GEMZ,5310,N/A,/media/19710/frac.png,Gemz Social (GEMZ),GEMZ,GEMZ,N/A,/coins/gemz/overview,279,0,PoW,90000000,N/A,N/A,False,5292,Gemz Social
KTK,5311,N/A,/media/19771/ktk.png,KryptCoin (KTK),KTK,KTK,Scrypt,/coins/ktk/overview,280,0,PoS,17000000,N/A,N/A,False,N/A,KryptCoin
HZ,5312,N/A,/media/20320/hz.png,Horizon (HZ),HZ,HZ,N/A,/coins/hz/overview,281,1,PoS,1000000000,N/A,N/A,False,1183,Horizon
FAIR,5313,N/A,/media/20287/fair.png,FairCoin (FAIR),FAIR,FAIR,Groestl,/coins/fair/overview,282,0,PoW/PoS,0,N/A,N/A,False,N/A,FairCoin
QORA,5314,N/A,/media/19876/qora.png,QoraCoin (QORA),QORA,QORA,N/A,/coins/qora/overview,283,0,PoS,10000000000,N/A,N/A,False,N/A,QoraCoin
NLG,5315,N/A,/media/32655867/webpnet-resizeimage.png,Gulden (NLG),NLG,NLG,Scrypt,/coins/nlg/overview,284,0,PoW,1680000000,N/A,N/A,False,N/A,Gulden
RBY,5316,N/A,/media/351279/rby.png,RubyCoin (RBY),RBY,RBY,Scrypt,/coins/rby/overview,285,0,PoS,0,N/A,N/A,False,N/A,RubyCoin
PTC,5317,N/A,/media/19868/ptc.png,PesetaCoin (PTC),PTC,PTC,Scrypt,/coins/ptc/overview,286,0,PoW,166386000,N/A,N/A,False,N/A,PesetaCoin
KORE,5318,N/A,/media/14543972/kore.png,Kore (KORE),KORE,KORE,X13,/coins/kore/overview,287,0,PoW/PoS,13200000,N/A,N/A,False,N/A,Kore
WBB,5319,N/A,/media/20477/wbb.png,Wild Beast Coin (WBB),WBB,WBB,Scrypt,/coins/wbb/overview,288,0,PoW,2628000,N/A,N/A,False,N/A,Wild Beast Coin
SSD,5320,N/A,/media/20443/ssd.png,Sonic Screw Driver Coin (SSD),SSD,SSD,SHA256,/coins/ssd/overview,289,0,PoW/PoS,0,N/A,N/A,False,N/A,Sonic Screw Driver Coin
XTC,5321,N/A,/media/20167/xtc.png,TileCoin (XTC),XTC,XTC,N/A,/coins/xtc/overview,290,0,N/A,100000000,N/A,N/A,False,5292,TileCoin
NOTE,5322,N/A,/media/34478183/note.png,Dnotes (NOTE),NOTE,NOTE,X13,/coins/note/overview,291,0,PoS,500000000,N/A,N/A,False,N/A,Dnotes
FLO,5325,N/A,/media/1383331/flo1.png,FlorinCoin (FLO),FLO,FLO,Scrypt,/coins/flo/overview,293,0,PoW,160000000,N/A,N/A,False,N/A,FlorinCoin
MMXIV,5326,N/A,/media/19798/mmxiv.png,MaieutiCoin (MMXIV),MMXIV,MMXIV,SHA256,/coins/mmxiv/overview,294,0,PoS,2014,N/A,N/A,False,N/A,MaieutiCoin
8BIT,5327,N/A,/media/20176/8bit.png,8BIT Coin (8BIT),8BIT,8BIT,Scrypt,/coins/8bit/overview,295,0,PoW/PoS,0,N/A,N/A,False,N/A,8BIT Coin
STV,5328,N/A,/media/20444/stv.png,Sativa Coin (STV),STV,STV,X13,/coins/stv/overview,296,0,PoW/PoS,10000000,N/A,N/A,False,N/A,Sativa Coin
EBS,5329,N/A,/media/20267/ebs.png,EbolaShare (EBS),EBS,EBS,N/A,/coins/ebs/overview,297,0,PoS,2100000,N/A,N/A,False,N/A,EbolaShare
AM,5330,N/A,/media/20191/am.png,AeroMe (AM),AM,AM,X13,/coins/am/overview,298,0,PoW/PoS,12000000,N/A,N/A,False,N/A,AeroMe
XMG,5331,N/A,/media/20154/xmg.png,Coin Magi (XMG),XMG,XMG,M7M,/coins/xmg/overview,299,0,PoW/PoM/PoSII,N/A,N/A,N/A,False,N/A,Coin Magi
AMBER,5332,N/A,/media/20187/amber.png,AmberCoin (AMBER),AMBER,AMBER,X11,/coins/amber/overview,300,0,PoW/PoS,1000000000,N/A,N/A,False,N/A,AmberCoin
NKT,5334,N/A,/media/20371/nkt.png,NakomotoDark (NKT),NKT,NKT,X11,/coins/nkt/overview,302,0,PoW/PoS,0,N/A,N/A,False,N/A,NakomotoDark
J,5335,N/A,/media/20350/j.png,JoinCoin (J),J,J,Multiple,/coins/j/overview,303,0,PoW,2800000,N/A,N/A,False,N/A,JoinCoin
GHC,5336,N/A,/media/19721/ghc.png,GhostCoin (GHC),GHC,GHC,Scrypt,/coins/ghc/overview,304,0,PoW/PoS,750000000,N/A,N/A,False,N/A,GhostCoin
DTC*,5337,N/A,/media/19688/dtc.png,DayTrader Coin (DTC),DTC,DTC*,X13,/coins/dtc/overview,305,0,PoW/PoS,1000000,N/A,N/A,False,N/A,DayTrader Coin
ABY,5338,N/A,/media/1383379/aby.png,ArtByte (ABY),ABY,ABY,Scrypt,/coins/aby/overview,306,0,PoW,1000000000,N/A,N/A,False,N/A,ArtByte
LDOGE,5339,N/A,/media/20332/ldoge.png,LiteDoge (LDOGE),LDOGE,LDOGE,Scrypt,/coins/ldoge/overview,307,0,PoW/PoS,35000000000,N/A,N/A,False,N/A,LiteDoge
MTR,5340,N/A,/media/19710/frac.png,MasterTraderCoin (MTR),MTR,MTR,X11,/coins/mtr/overview,308,0,PoW/PoS,10110000,N/A,N/A,False,N/A,MasterTraderCoin
TRI,5341,N/A,/media/350568/tri.png,Triangles Coin (TRI),TRI,TRI,X13,/coins/tri/overview,309,0,PoW/PoS,120000,N/A,N/A,False,N/A,Triangles Coin
SWARM,5342,N/A,/media/20445/swarm.png,SwarmCoin (SWARM),SWARM,SWARM,N/A,/coins/swarm/overview,310,1,N/A,100000000,N/A,N/A,False,5292,SwarmCoin
BBR,5343,N/A,/media/19609/bbr.png,Boolberry (BBR),BBR,BBR,X11,/coins/bbr/overview,311,0,PoW,18450000,N/A,N/A,False,N/A,Boolberry
BTCRY,5344,N/A,/media/20210/btcry.png,BitCrystal (BTCRY),BTCRY,BTCRY,N/A,/coins/btcry/overview,312,0,N/A,0,N/A,N/A,False,N/A,BitCrystal
BCR,5345,N/A,/media/20198/bcr.png,BitCredit (BCR),BCR,BCR,Momentum,/coins/bcr/overview,313,0,PoW,210000000,N/A,N/A,False,N/A,BitCredit
XPB,5346,N/A,/media/20158/xpb.png,Pebble Coin (XPB),XPB,XPB,CryptoNight,/coins/xpb/overview,314,0,PoW,0,N/A,N/A,False,N/A,Pebble Coin
XDQ,5347,N/A,/media/19959/xdq.png,Dirac Coin (XDQ),XDQ,XDQ,Blake,/coins/xdq/overview,315,0,PoW,2272800,N/A,N/A,False,N/A,Dirac Coin
FLDC,5348,N/A,/media/20284/fldc.png,Folding Coin (FLDC),FLDC,FLDC,Stanford Folding,/coins/fldc/overview,316,0,PoW,1000000000,N/A,N/A,False,N/A,Folding Coin
SLR,5349,N/A,/media/20699/slr.png,SolarCoin (SLR),SLR,SLR,Scrypt,/coins/slr/overview,317,0,PoW,98100000000,N/A,N/A,False,N/A,SolarCoin
SMAC,5350,N/A,/media/20427/smac.png,Social Media Coin (SMAC),SMAC,SMAC,X11,/coins/smac/overview,318,0,PoW/PoS,0,N/A,N/A,False,N/A,Social Media Coin
TRK,5351,N/A,/media/20460/trk.png,TruckCoin (TRK),TRK,TRK,X11,/coins/trk/overview,319,0,PoW/PoS,1000000,N/A,N/A,False,N/A,TruckCoin
U,5352,N/A,/media/351629/u.jpg,Ucoin (U),U,U,X11,/coins/u/overview,320,0,PoS,20000000,N/A,N/A,False,N/A,Ucoin
UIS,5353,N/A,/media/20455/uis.png,Unitus (UIS),UIS,UIS,Multiple,/coins/uis/overview,321,0,PoW,0,N/A,N/A,False,N/A,Unitus
CYP,5354,N/A,/media/20248/cyp.png,CypherPunkCoin (CYP),CYP,CYP,QuBit,/coins/cyp/overview,322,0,PoW,0,N/A,N/A,False,N/A,CypherPunkCoin
UFO,5355,N/A,/media/12318167/ufo1.png,UFO Coin (UFO),UFO,UFO,NeoScrypt,/coins/ufo/overview,323,0,PoW,4000000000,N/A,N/A,False,N/A,UFO Coin
ASN,5356,N/A,/media/20192/asn.png,Ascension Coin (ASN),ASN,ASN,QuBit,/coins/asn/overview,324,0,PoW/PoS,0,N/A,N/A,False,N/A,Ascension Coin
OC,5357,N/A,/media/19843/oc.png,OrangeCoin (OC),OC,OC,Scrypt,/coins/oc/overview,325,0,PoW/PoS,200000000,N/A,N/A,False,N/A,OrangeCoin
GSM,5358,N/A,/media/20316/gsm.png,GSM Coin (GSM),GSM,GSM,X11,/coins/gsm/overview,326,0,PoW/PoS,1800000,N/A,N/A,False,N/A,GSM Coin
FSC,5359,N/A,/media/30001859/fsc.jpg,FriendshipCoin (FSC),FSC,FSC,NeoScrypt,/coins/fsc/overview,327,0,PoW/PoS,60168145,N/A,N/A,False,N/A,FriendshipCoin
NXTTY,5360,N/A,/media/20379/nxtty.png,NXTTY (NXTTY),NXTTY,NXTTY,N/A,/coins/nxtty/overview,328,0,N/A,0,N/A,N/A,False,1183,NXTTY
QBK,5361,N/A,/media/20400/qbk.png,QuBuck Coin (QBK),QBK,QBK,X13,/coins/qbk/overview,329,0,PoS/PoB,0,N/A,N/A,False,N/A,QuBuck Coin
BLC,5362,N/A,/media/19623/blc.png,BlakeCoin (BLC),BLC,BLC,Blake,/coins/blc/overview,330,0,PoW,7000000000,N/A,N/A,False,N/A,BlakeCoin
MARYJ,5363,N/A,/media/20343/maryj.png,MaryJane Coin (MARYJ),MARYJ,MARYJ,X15,/coins/maryj/overview,331,0,PoW/PoS,0,N/A,N/A,False,N/A,MaryJane Coin
OMC,5365,N/A,/media/1381967/omc.png,OmniCron (OMC),OMC,OMC,Scrypt,/coins/omc/overview,333,0,PoW,3371337,N/A,N/A,False,N/A,OmniCron
GIG,5366,N/A,/media/20294/gig.png,GigCoin (GIG),GIG,GIG,X11,/coins/gig/overview,334,0,PoW,0,N/A,N/A,False,N/A,GigCoin
CC,5367,N/A,/media/20225/cc.png,CyberCoin (CC),CC,CC,Scrypt,/coins/cc/overview,335,0,PoW/PoS,0,N/A,N/A,False,N/A,CyberCoin
BITS,5368,N/A,/media/19622/bits.png,BitstarCoin (BITS),BITS,BITS,Scrypt,/coins/bits/overview,336,0,PoW/PoS,54256119,N/A,N/A,False,N/A,BitstarCoin
LTBC,5369,N/A,/media/20336/ltb.png,LTBCoin (LTBC),LTBC,LTBC,N/A,/coins/ltbc/overview,337,0,PoP/PoV/PoQ,0,N/A,N/A,False,5292,LTBCoin
NEOS,5370,N/A,/media/1382788/neos1.png,NeosCoin (NEOS),NEOS,NEOS,SHA256,/coins/neos/overview,338,0,PoS,21000000,N/A,N/A,False,N/A,NeosCoin
HYPER,5371,N/A,/media/19744/hyper.png,HyperCoin (HYPER),HYPER,HYPER,Scrypt,/coins/hyper/overview,339,0,PoW/PoS,0,N/A,N/A,False,N/A,HyperCoin
VTR,5372,N/A,/media/20471/vtr.png,Vtorrent (VTR),VTR,VTR,Scrypt,/coins/vtr/overview,340,0,PoW/PoS,20000000,N/A,N/A,False,N/A,Vtorrent
METAL,5373,N/A,/media/20359/metal.png,MetalCoin (METAL),METAL,METAL,Scrypt,/coins/metal/overview,341,0,PoW,0,N/A,N/A,False,N/A,MetalCoin
PINK,5374,N/A,/media/350588/pinkcoin-logo.png,PinkCoin (PINK),PINK,PINK,X11,/coins/pink/overview,342,0,PoW/PoS,500000000,N/A,N/A,False,N/A,PinkCoin
GRE,5375,N/A,/media/1382396/grn.png,GreenCoin (GRE),GRE,GRE,Scrypt,/coins/gre/overview,343,0,PoW,10000000000,N/A,N/A,False,N/A,GreenCoin
XG,5376,N/A,/media/20156/xg.png,XG Sports (XG),XG,XG,XG Hash,/coins/xg/overview,344,0,PoW/PoS,0,N/A,N/A,False,N/A,XG Sports
CHILD,5377,N/A,/media/20233/child.png,ChildCoin (CHILD),CHILD,CHILD,X11,/coins/child/overview,345,0,PoW,2000000,N/A,N/A,False,N/A,ChildCoin
MINE,5379,N/A,/media/20356/mine.png,Instamine Nuggets (MINE),MINE,MINE,Scrypt,/coins/mine/overview,347,0,PoW,21649485,N/A,N/A,False,N/A,Instamine Nuggets
